Invoice ID,Date,Time,Branch,Product ID,Quantity,Total,Tax 5%,Payment
381-20-0914,2019-01-12,15:48,A,FA11,9,189.0945,9.0045,Credit card
382-03-4532,2019-02-02,18:50,A,HB16,1,19.2465,0.9165,Cash
382-25-8917,2019-01-29,12:25,C,FA60,6,265.104,12.624,Cash
384-59-6655,2019-02-19,15:07,A,FB166,9,932.337,44.397,Cash
386-27-7606,2019-03-23,15:59,C,HL115,7,596.82,28.42,Credit card
387-49-4215,2019-01-08,12:50,B,ST89,3,152.775,7.275,Cash
388-76-2555,2019-02-13,13:59,B,ST133,6,86.247,4.107,Cash
389-25-3394,2019-02-17,18:06,C,EA34,5,62.0025,2.9525,Cash
389-70-2397,2019-02-21,10:26,C,HB132,5,439.215,20.915,Cash
390-17-5806,2019-02-02,16:33,C,FB133,1,40.341,1.921,Cash
390-31-6381,2019-01-07,12:37,C,FB101,3,85.743,4.083,Cash
390-80-5128,2019-01-28,17:58,B,HB71,1,20.1075,0.9575,Credit card
393-65-2792,2019-01-06,12:46,C,FB10,10,939.54,44.74,Credit card
394-30-3170,2019-03-22,19:35,B,ST71,8,742.812,35.372,Credit card
394-41-0748,2019-01-27,14:55,C,FA63,9,510.9615,24.3315,Ewallet
394-43-4238,2019-02-15,12:42,B,HL34,5,93.2925,4.4425,Credit card
394-55-6384,2019-01-25,13:38,C,ST126,9,663.2955,31.5855,Cash
396-90-2219,2019-02-23,12:29,B,EA51,8,125.664,5.984,Cash
397-25-8725,2019-01-13,17:54,A,HB139,9,374.409,17.829,Credit card
399-46-5918,2019-02-28,19:01,C,EA11,8,722.232,34.392,Cash
399-69-4630,2019-03-07,10:23,C,EA93,6,139.923,6.663,Credit card
400-45-1220,2019-02-27,11:06,B,HB60,10,141.75,6.75,Credit card
400-60-7251,2019-02-10,12:50,A,HL29,1,77.7735,3.7035,Ewallet
400-80-4065,2019-02-15,20:21,C,HB118,4,287.91,13.71,Credit card
400-89-4171,2019-01-28,13:05,C,ST31,8,680.148,32.388,Cash
401-09-4232,2019-02-11,18:38,C,HL128,5,455.1225,21.6725,Ewallet
401-18-8016,2019-01-21,17:36,B,ST84,1,103.0365,4.9065,Cash
404-91-5964,2019-02-04,16:09,A,EA124,7,548.163,26.103,Credit card
405-31-3305,2019-02-02,18:31,A,FA80,10,452.865,21.565,Credit card
406-46-7107,2019-01-11,11:52,A,HL122,6,608.076,28.956,Cash
407-63-8975,2019-03-23,19:16,A,FB32,6,465.444,22.164,Ewallet
408-26-9866,2019-03-02,16:42,C,ST99,7,543.753,25.893,Ewallet
408-66-6712,2019-02-16,14:19,C,HB97,6,300.573,14.313,Ewallet
409-33-9708,2019-02-19,10:12,A,FA155,2,206.808,9.848,Ewallet
409-49-6995,2019-02-05,10:17,C,FB153,6,297.801,14.181,Cash
410-67-1709,2019-01-20,17:48,A,FA139,8,536.592,25.552,Ewallet
411-77-0180,2019-03-26,20:14,A,EA52,7,530.67,25.27,Ewallet
413-20-6708,2019-03-18,15:52,C,FA88,1,54.0435,2.5735,Ewallet
414-12-7047,2019-01-18,12:04,B,FB30,8,166.236,7.916,Ewallet
416-13-5917,2019-01-30,16:24,C,FB57,5,509.4075,24.2575,Ewallet
416-17-9926,2019-01-01,14:42,A,EA135,10,779.31,37.11,Credit card
418-02-5978,2019-02-11,10:54,B,HB41,9,794.6505,37.8405,Cash
418-05-0656,2019-02-02,20:42,B,FA134,7,187.866,8.946,Cash
420-04-7590,2019-03-18,11:29,B,HL102,3,314.055,14.955,Ewallet
420-11-4919,2019-02-17,19:57,C,FB36,5,374.7975,17.8475,Credit card
420-18-8989,2019-02-02,15:47,A,ST85,8,432.768,20.608,Cash
420-97-3340,2019-03-28,15:30,A,FB110,3,225.792,10.752,Credit card
421-95-9805,2019-02-07,10:18,A,EA99,1,30.408,1.448,Credit card
422-29-8786,2019-01-03,16:47,A,HL66,5,352.2225,16.7725,Credit card
423-57-2993,2019-03-27,19:18,B,ST32,6,588.357,28.017,Ewallet
423-64-4619,2019-03-07,13:12,A,HB52,9,146.9475,6.9975,Cash
423-80-0988,2019-01-30,19:42,C,ST34,2,160.44,7.64,Ewallet
425-85-2085,2019-03-29,16:48,B,HB79,5,288.015,13.715,Ewallet
426-39-2418,2019-01-14,10:02,C,EA28,7,451.3635,21.4935,Cash
427-45-9297,2019-03-12,11:01,B,HL131,7,299.3655,14.2555,Ewallet
428-83-5800,2019-02-09,10:25,C,FB50,3,66.402,3.162,Cash
430-02-3888,2019-02-07,15:55,B,EA158,6,289.926,13.806,Cash
430-53-4718,2019-01-28,15:46,B,HB151,8,633.108,30.148,Credit card
430-60-3493,2019-02-03,14:38,A,HL54,7,697.368,33.208,Cash
431-66-2305,2019-02-15,20:51,B,EA155,9,833.9625,39.7125,Credit card
433-08-7822,2019-01-05,19:48,C,HB141,7,579.8415,27.6115,Ewallet
433-75-6987,2019-03-05,19:06,B,HB58,7,411.3795,19.5895,Ewallet
434-35-9162,2019-02-04,18:53,B,FB130,4,98.028,4.668,Ewallet
434-83-9547,2019-01-23,11:51,C,FB33,8,323.148,15.388,Cash
435-13-4908,2019-01-24,18:04,A,FA91,8,728.112,34.672,Credit card
436-54-4512,2019-03-20,19:44,A,FB111,1,96.1905,4.5805,Cash
437-53-3084,2019-02-26,11:48,B,FA85,2,209.769,9.989,Ewallet
437-58-8131,2019-01-15,13:41,B,FA30,2,154.392,7.352,Ewallet
438-01-4015,2019-03-21,15:25,B,ST82,4,207.858,9.898,Ewallet
438-23-1242,2019-01-24,10:38,B,EA116,7,557.718,26.558,Ewallet
439-54-7422,2019-03-18,17:15,A,EA50,4,214.998,10.238,Credit card
440-59-5691,2019-02-08,13:12,C,HB74,7,273.0525,13.0025,Credit card
441-94-7118,2019-02-04,12:14,A,EA60,1,75.5475,3.5975,Cash
442-44-6497,2019-01-08,11:42,C,HL113,3,175.0455,8.3355,Credit card
442-48-3607,2019-03-14,11:21,A,FB55,2,49.308,2.348,Credit card
443-59-0061,2019-02-03,11:25,A,FB108,10,708.225,33.725,Ewallet
443-60-9639,2019-01-24,13:24,C,HL127,1,63.9135,3.0435,Cash
443-82-0585,2019-02-01,19:54,A,HB86,4,326.256,15.536,Cash
445-30-9252,2019-01-17,17:59,A,ST128,3,80.955,3.855,Ewallet
446-47-6729,2019-01-02,18:09,C,FA48,2,209.622,9.982,Credit card
447-15-7839,2019-02-09,11:00,A,ST45,10,233.52,11.12,Cash
448-34-8700,2019-02-10,13:51,B,HL155,7,271.2885,12.9185,Ewallet
448-61-3783,2019-03-21,16:08,A,EA145,8,756.168,36.008,Credit card
448-81-5016,2019-03-11,12:01,A,HB44,2,125.517,5.977,Credit card
449-16-6770,2019-02-19,14:53,A,HB143,5,266.6475,12.6975,Credit card
449-27-2918,2019-03-26,11:02,B,ST73,1,41.076,1.956,Credit card
450-28-2866,2019-01-15,19:25,C,FB75,5,91.56,4.36,Cash
450-42-3339,2019-02-09,18:58,C,HB137,10,888.405,42.305,Credit card
451-28-5717,2019-03-20,11:23,C,HL87,6,523.971,24.951,Cash
451-73-2711,2019-01-14,15:20,C,FB132,1,89.0715,4.2415,Ewallet
452-04-8808,2019-01-26,15:17,B,EA163,7,640.038,30.478,Cash
453-12-7053,2019-03-10,17:38,C,FA78,3,144.081,6.861,Credit card
453-33-6436,2019-02-07,10:09,A,HL140,8,782.208,37.248,Cash
453-63-6187,2019-03-01,15:40,B,EA64,3,86.625,4.125,Ewallet
457-12-0244,2019-03-14,13:49,C,ST160,6,221.886,10.566,Ewallet
457-13-1708,2019-01-08,19:07,B,FA138,10,684.915,32.615,Credit card
457-94-0464,2019-01-31,20:32,B,EA123,9,830.3715,39.5415,Ewallet
458-10-8612,2019-01-20,12:27,C,HB140,7,470.988,22.428,Ewallet
458-41-1477,2019-03-08,17:11,C,HB28,6,291.438,13.878,Credit card
458-61-0011,2019-02-20,18:43,B,FB99,4,253.26,12.06,Cash
459-45-2396,2019-02-25,18:45,A,FB158,3,313.74,14.94,Cash
459-50-7686,2019-01-13,19:14,A,EA74,6,147.798,7.038,Ewallet
460-35-4390,2019-01-22,11:00,A,HL92,3,96.642,4.602,Ewallet
460-93-5834,2019-01-13,10:03,A,ST104,7,335.013,15.953,Cash
462-67-9126,2019-01-21,17:44,A,HL63,6,461.286,21.966,Cash
462-78-5240,2019-03-19,14:35,C,EA69,2,55.881,2.661,Cash
466-61-5506,2019-02-26,10:52,B,EA36,6,571.41,27.21,Cash
468-01-2051,2019-03-06,13:46,B,FB39,7,456.288,21.728,Ewallet
468-88-0009,2019-03-24,10:29,A,HL64,4,276.948,13.188,Cash
468-99-7231,2019-03-03,17:36,C,HL125,8,369.684,17.604,Cash
470-31-3286,2019-03-01,11:30,B,HB90,3,46.683,2.223,Credit card
470-32-9057,2019-03-28,15:31,A,FB83,5,269.535,12.835,Credit card
471-06-8611,2019-02-06,10:22,C,FB138,1,55.041,2.621,Credit card
471-41-2823,2019-03-07,20:37,C,FB61,2,209.559,9.979,Ewallet
472-15-9636,2019-03-22,19:36,A,HL72,8,427.812,20.372,Ewallet
474-33-8305,2019-03-23,13:23,C,FA144,7,495.3165,23.5865,Ewallet
477-24-6490,2019-02-26,16:52,B,HB46,6,628.173,29.913,Ewallet
477-59-2456,2019-01-23,11:15,C,FA147,7,333.984,15.904,Cash
478-06-7835,2019-01-11,11:20,A,FA38,1,94.1745,4.4845,Ewallet
479-26-8945,2019-02-05,11:32,B,ST20,2,34.629,1.649,Ewallet
480-63-2856,2019-01-23,18:37,C,FB14,8,161.7,7.7,Ewallet
482-17-1179,2019-01-19,12:47,A,EA115,3,37.611,1.791,Credit card
483-71-1164,2019-03-08,16:43,C,HB25,6,512.19,24.39,Ewallet
484-22-8230,2019-01-08,20:08,C,FA107,7,381.3915,18.1615,Cash
485-30-8700,2019-03-18,16:10,A,ST78,5,174.615,8.315,Credit card
487-79-6868,2019-03-26,19:28,B,HL120,9,116.1405,5.5305,Credit card
488-25-4221,2019-02-22,10:36,C,FB22,1,31.9305,1.5205,Credit card
489-64-4354,2019-03-09,15:36,C,FA72,1,17.094,0.814,Cash
489-82-1237,2019-01-05,11:51,A,EA156,7,690.018,32.858,Credit card
490-29-1201,2019-01-06,11:09,A,ST50,1,16.107,0.767,Cash
490-95-0021,2019-01-08,14:25,B,FB150,10,348.705,16.605,Ewallet
491-38-3499,2019-02-26,17:46,A,FA119,1,58.2225,2.7725,Credit card
493-65-6248,2019-01-01,19:48,C,ST81,10,388.29,18.49,Credit card
497-36-0989,2019-02-15,15:21,A,FA151,3,163.611,7.791,Cash
497-37-6538,2019-01-17,15:15,A,ST139,7,432.9885,20.6185,Ewallet
498-41-1961,2019-02-20,18:01,B,HB49,5,350.07,16.67,Cash
499-27-7781,2019-03-14,16:45,B,FB141,8,446.964,21.284,Ewallet
500-02-2261,2019-03-21,17:04,C,FB160,6,360.927,17.187,Ewallet
501-61-1753,2019-01-03,20:24,B,HL146,6,397.845,18.945,Ewallet
502-05-1910,2019-02-25,20:35,A,HB76,3,205.317,9.777,Credit card
503-07-0930,2019-02-23,19:49,C,ST91,7,429.1665,20.4365,Credit card
503-21-4385,2019-02-21,12:40,B,HB145,3,125.7165,5.9865,Ewallet
504-35-8843,2019-01-02,16:57,A,ST16,1,44.5935,2.1235,Cash
505-02-0892,2019-02-25,14:12,B,HB32,8,357.588,17.028,Ewallet
509-10-0516,2019-02-09,12:02,B,HL138,4,193.074,9.194,Ewallet
509-29-3912,2019-03-20,12:24,A,ST110,9,365.904,17.424,Ewallet
510-09-5628,2019-03-15,18:20,A,FA84,10,206.43,9.83,Credit card
510-79-0415,2019-01-24,19:20,B,ST123,6,145.404,6.924,Ewallet
510-95-6347,2019-03-05,18:17,B,FB11,3,152.838,7.278,Ewallet
511-54-3087,2019-02-25,16:36,B,ST88,1,92.8725,4.4225,Credit card
512-91-0811,2019-02-06,20:05,C,HB21,1,94.2375,4.4875,Credit card
512-98-1403,2019-03-21,10:40,A,EA53,3,83.412,3.972,Ewallet
514-37-2845,2019-03-20,13:02,B,FA98,2,208.425,9.925,Cash
516-77-6464,2019-02-24,13:08,C,HB115,5,53.34,2.54,Ewallet
518-17-2983,2019-02-04,15:44,A,FA121,4,204.246,9.726,Ewallet
518-71-6847,2019-02-26,15:10,B,FB170,6,167.58,7.98,Ewallet
521-18-7827,2019-01-22,20:46,C,HL85,5,206.7975,9.8475,Credit card
522-57-8364,2019-01-31,10:00,A,FA163,8,431.256,20.536,Ewallet
523-38-0215,2019-03-06,13:29,C,HL52,1,38.85,1.85,Credit card
525-09-8450,2019-01-31,15:12,B,EA121,10,757.365,36.065,Credit card
525-88-7307,2019-01-31,13:19,B,ST63,1,79.611,3.791,Cash
526-86-8552,2019-01-07,17:36,C,HL50,10,229.11,10.91,Cash
527-09-6272,2019-03-21,10:17,A,EA57,5,149.3625,7.1125,Credit card
528-14-9470,2019-02-14,14:42,A,HB126,1,95.865,4.565,Ewallet
528-87-5606,2019-02-12,19:43,B,EA111,1,41.454,1.974,Cash
529-56-3974,2019-03-09,17:03,B,EA4,4,107.142,5.102,Cash
530-90-9855,2019-01-01,14:47,A,HL41,8,399.756,19.036,Cash
531-56-4728,2019-02-11,15:29,A,HL156,3,252.252,12.012,Cash
531-80-1784,2019-03-28,17:38,A,EA61,7,191.247,9.107,Cash
532-59-7201,2019-01-31,14:04,B,ST53,6,503.559,23.979,Cash
533-33-5337,2019-02-07,20:24,B,EA79,10,833.595,39.695,Cash
533-66-5566,2019-01-12,11:42,B,HL135,7,375.3645,17.8745,Cash
534-01-4457,2019-01-27,14:36,A,FB88,6,514.773,24.513,Credit card
534-53-3526,2019-02-11,16:06,A,ST138,4,397.992,18.952,Ewallet
537-72-0426,2019-03-20,16:28,C,FA47,10,745.395,35.495,Cash
538-22-0304,2019-03-24,18:27,C,EA134,10,681.975,32.475,Cash
539-21-7227,2019-01-26,17:45,B,ST97,5,270.585,12.885,Cash
540-11-4336,2019-01-11,16:49,A,FB41,9,235.683,11.223,Credit card
541-08-3113,2019-02-02,20:29,C,FB85,8,554.148,26.388,Cash
541-48-8554,2019-01-07,12:08,A,ST96,9,575.9775,27.4275,Credit card
541-89-9860,2019-02-15,12:31,C,FA64,3,253.512,12.072,Cash
542-41-0513,2019-03-15,11:57,B,EA27,4,241.458,11.498,Cash
544-32-5024,2019-03-28,19:16,C,FB105,4,209.118,9.958,Credit card
544-55-9589,2019-01-28,11:51,B,EA143,10,225.015,10.715,Cash
545-07-8534,2019-02-14,12:42,C,HB136,2,122.472,5.832,Ewallet
545-46-3100,2019-03-12,13:52,B,EA37,3,33.3585,1.5885,Credit card
546-80-2899,2019-02-20,15:29,A,HL118,2,79.149,3.769,Ewallet
548-46-9322,2019-02-20,15:24,B,FB27,10,418.95,19.95,Credit card
548-48-3156,2019-03-19,13:37,A,FB151,2,175.014,8.334,Cash
549-03-9315,2019-02-12,12:58,B,FA33,8,796.908,37.948,Ewallet
549-23-9016,2019-02-13,18:15,C,FB144,2,31.227,1.487,Credit card
549-59-1358,2019-03-02,17:36,A,ST4,3,279.1845,13.2945,Ewallet
549-84-7482,2019-02-08,11:15,B,ST24,9,853.146,40.626,Ewallet
549-96-4200,2019-03-08,20:15,C,FB74,4,71.568,3.408,Ewallet
550-84-8664,2019-03-22,14:33,A,ST101,5,451.0275,21.4775,Credit card
551-21-3069,2019-02-01,11:27,C,EA17,9,218.0115,10.3815,Cash
552-44-5977,2019-01-03,19:08,B,HB150,8,520.8,24.8,Credit card
554-42-2417,2019-01-09,13:45,C,ST58,10,1002.12,47.72,Cash
554-53-3790,2019-03-22,18:33,B,ST76,6,233.226,11.106,Cash
554-53-8700,2019-02-02,10:11,C,HL8,2,117.831,5.611,Cash
556-41-6224,2019-02-15,17:10,C,HB99,8,282.576,13.456,Credit card
556-72-8512,2019-01-30,20:47,C,HL79,1,24.108,1.148,Cash
556-86-3144,2019-01-13,19:30,C,FA31,1,78.0045,3.7145,Cash
556-97-7101,2019-01-01,15:51,C,EA86,2,132.762,6.322,Cash
558-60-5016,2019-03-04,15:27,A,HL153,9,314.685,14.985,Ewallet
558-80-4082,2019-03-14,17:20,C,EA46,7,204.6975,9.7475,Ewallet
559-61-5987,2019-01-14,10:38,B,HB120,1,18.6375,0.8875,Cash
559-98-9873,2019-02-10,12:56,A,FA108,7,394.3275,18.7775,Ewallet
560-30-5617,2019-03-24,18:27,B,ST41,5,130.0425,6.1925,Cash
560-49-6611,2019-02-07,14:13,A,ST104,1,47.859,2.279,Cash
562-12-5430,2019-01-18,10:11,A,FA118,3,277.6725,13.2225,Ewallet
563-36-9814,2019-02-13,18:27,A,EA70,1,80.661,3.841,Ewallet
563-47-4072,2019-01-22,11:52,B,HB95,6,351.603,16.743,Cash
563-91-7120,2019-03-08,13:21,A,FA51,5,324.2925,15.4425,Cash
565-17-3836,2019-03-12,14:21,A,HB48,4,200.214,9.534,Cash
565-67-6697,2019-03-02,14:16,B,HL62,9,255.15,12.15,Cash
565-80-5980,2019-01-23,10:25,C,HL14,4,198.996,9.476,Cash
565-91-4567,2019-03-15,14:38,B,HB121,8,90.3,4.3,Ewallet
566-19-5475,2019-01-07,20:52,B,FA45,7,352.5795,16.7895,Cash
566-71-1091,2019-02-03,15:59,A,FA52,5,404.355,19.255,Cash
568-88-3448,2019-03-03,15:09,A,HB73,1,26.25,1.25,Ewallet
568-90-5112,2019-03-19,12:46,C,HB29,4,277.788,13.228,Credit card
569-71-4390,2019-01-25,14:29,B,ST66,2,45.927,2.187,Ewallet
569-76-2760,2019-01-29,18:15,A,ST146,4,92.442,4.402,Credit card
571-94-0759,2019-01-08,20:55,B,FB44,10,783.3,37.3,Cash
573-10-3877,2019-03-12,16:46,B,HB51,1,40.9605,1.9505,Credit card
573-58-9734,2019-03-28,13:41,B,FA32,3,95.6655,4.5555,Ewallet
573-98-8548,2019-01-05,12:40,C,FA86,1,33.495,1.595,Ewallet
574-22-5561,2019-03-19,17:08,C,FA5,10,867.615,41.315,Ewallet
574-31-8277,2019-03-20,19:55,B,FA116,1,35.3115,1.6815,Cash
574-57-9721,2019-03-08,16:53,C,FB73,2,90.867,4.327,Ewallet
574-80-1489,2019-02-25,13:22,B,FB163,4,263.97,12.57,Ewallet
575-30-8091,2019-03-16,19:25,A,ST28,8,609,29,Ewallet
575-67-1508,2019-01-29,11:26,A,EA84,1,40.53,1.93,Ewallet
576-31-4774,2019-03-02,13:10,B,HB98,3,231.2415,11.0115,Ewallet
577-34-7579,2019-01-10,17:16,C,FB165,9,477.1305,22.7205,Cash
578-80-7669,2019-03-16,16:58,B,ST59,1,78.7185,3.7485,Cash
582-52-8065,2019-02-22,10:49,B,FA96,9,513.2295,24.4395,Cash
583-41-4548,2019-02-07,11:36,C,HL90,7,122.5245,5.8345,Ewallet
583-72-1480,2019-01-31,16:24,C,EA35,4,155.652,7.412,Ewallet
584-66-4073,2019-03-13,15:45,C,FA157,1,59.325,2.825,Ewallet
584-86-7256,2019-03-11,16:07,C,ST30,7,254.016,12.096,Credit card
585-03-5943,2019-03-13,11:46,B,HB50,10,190.155,9.055,Ewallet
585-11-6748,2019-03-15,13:05,B,ST106,3,304.92,14.52,Cash
585-86-8361,2019-02-03,10:31,A,FB134,5,143.22,6.82,Credit card
585-90-0249,2019-01-27,18:08,A,EA140,1,76.923,3.663,Ewallet
586-25-0848,2019-03-04,11:19,A,ST37,7,90.699,4.319,Credit card
587-03-7455,2019-02-16,17:30,C,FA67,7,718.7565,34.2265,Ewallet
587-73-4862,2019-03-26,11:07,A,HB110,5,56.1225,2.6725,Ewallet
588-01-7461,2019-03-24,10:43,C,FB19,9,321.111,15.291,Cash
588-47-8641,2019-01-14,19:30,A,FA122,10,588.42,28.02,Ewallet
589-02-8023,2019-01-15,10:54,A,FB113,2,175.917,8.377,Credit card
590-83-4591,2019-02-17,14:40,B,EA21,6,550.935,26.235,Credit card
592-34-6155,2019-01-14,14:43,C,FB100,4,133.434,6.354,Ewallet
592-46-1692,2019-01-11,20:10,C,FB129,7,270.2595,12.8695,Cash
593-08-5916,2019-03-19,15:23,A,FA169,1,16.275,0.775,Credit card
593-14-4239,2019-03-05,19:40,B,HL123,8,801.864,38.184,Ewallet
593-65-1552,2019-01-28,20:50,C,HL30,4,293.202,13.962,Credit card
593-95-4461,2019-03-24,14:49,C,HL53,1,78.603,3.743,Cash
594-34-4444,2019-03-08,20:38,A,EA15,1,102.018,4.858,Ewallet
595-11-5460,2019-03-15,10:12,A,HB8,2,202.818,9.658,Credit card
595-27-4851,2019-01-27,18:05,A,FA87,7,398.958,18.998,Ewallet
595-86-2894,2019-02-06,17:20,C,FA62,4,407.316,19.396,Ewallet
595-94-9924,2019-03-26,20:21,A,HB135,5,145.5825,6.9325,Credit card
596-42-3999,2019-03-10,14:04,B,FB67,7,133.917,6.377,Credit card
597-78-7908,2019-02-18,19:39,C,FA23,3,284.193,13.533,Cash
598-06-7312,2019-02-16,15:42,B,FA113,1,95.9175,4.5675,Cash
598-47-9715,2019-03-07,16:54,C,EA83,4,353.094,16.814,Ewallet
600-38-9738,2019-01-17,15:05,C,ST92,5,377.58,17.98,Credit card
602-16-6955,2019-01-24,18:10,B,ST165,10,804.3,38.3,Ewallet
602-80-9671,2019-02-09,17:15,C,HL83,6,100.485,4.785,Credit card
603-07-0961,2019-01-10,11:34,C,EA55,5,392.6475,18.6975,Cash
604-70-6476,2019-01-23,14:04,A,FA40,5,94.185,4.485,Ewallet
605-03-2706,2019-03-25,18:02,A,HB146,3,49.77,2.37,Cash
605-72-4132,2019-02-27,15:12,C,FB60,8,793.548,37.788,Cash
605-83-1050,2019-03-15,16:26,B,FA143,2,57.078,2.718,Ewallet
606-80-4905,2019-01-29,10:01,C,ST38,6,120.645,5.745,Credit card
607-65-2441,2019-03-10,12:39,C,HB108,10,860.475,40.975,Credit card
607-76-6216,2019-03-02,16:35,C,FA161,5,485.5725,23.1225,Credit card
608-04-3797,2019-03-05,20:24,B,HB77,8,212.688,10.128,Ewallet
608-05-3804,2019-02-25,20:19,B,EA144,1,41.7375,1.9875,Cash
608-27-6295,2019-01-19,17:34,B,EA25,6,333.207,15.867,Credit card
608-96-3517,2019-03-23,19:20,B,FA25,4,384.468,18.308,Credit card
609-81-8548,2019-02-06,13:55,A,HL88,6,235.872,11.232,Credit card
610-46-4100,2019-03-03,20:31,A,HB93,7,212.7825,10.1325,Credit card
612-36-5536,2019-02-17,11:12,A,FB59,8,680.064,32.384,Credit card
613-59-9758,2019-01-27,14:28,C,ST60,10,150.78,7.18,Cash
616-24-2851,2019-03-22,14:42,B,FA6,4,75.054,3.574,Ewallet
616-87-0016,2019-03-09,14:36,B,FA75,7,702.219,33.439,Credit card
617-15-4209,2019-03-16,19:47,C,HB10,2,32.277,1.537,Cash
618-34-8551,2019-01-16,18:41,A,ST142,2,195.678,9.318,Credit card
620-02-2046,2019-01-27,19:48,C,HL82,2,145.74,6.94,Ewallet
622-20-1945,2019-01-18,15:08,C,HB55,1,41.391,1.971,Cash
624-01-8356,2019-01-27,10:44,B,HL139,10,514.605,24.505,Credit card
626-43-7888,2019-02-07,12:23,C,FA127,8,507.444,24.164,Ewallet
627-95-3243,2019-02-04,13:21,B,HL80,9,734.076,34.956,Ewallet
628-34-3388,2019-01-05,20:54,C,FA15,6,172.494,8.214,Credit card
628-90-8624,2019-03-14,14:41,B,HB91,10,867.09,41.29,Cash
629-42-4133,2019-02-19,19:24,C,HB114,8,183.12,8.72,Cash
630-74-5166,2019-03-22,20:19,A,ST19,6,391.419,18.639,Cash
631-34-1880,2019-01-08,19:09,C,FB148,3,76.5765,3.6465,Credit card
631-41-3108,2019-03-03,13:23,A,HL1,7,340.5255,16.2155,Credit card
632-32-4574,2019-03-20,14:14,B,ST83,8,637.728,30.368,Cash
632-90-0281,2019-03-08,20:01,C,FA57,10,394.275,18.775,Credit card
633-09-3463,2019-03-28,12:58,C,EA58,3,150.0975,7.1475,Credit card
633-44-8566,2019-03-27,20:35,A,FB16,7,362.943,17.283,Credit card
633-91-1052,2019-01-27,15:51,A,HL49,2,25.263,1.203,Cash
634-97-8956,2019-02-17,17:27,A,FB54,3,103.635,4.935,Credit card
635-28-5728,2019-02-28,19:33,A,HB107,3,176.4,8.4,Ewallet
635-40-6220,2019-02-07,11:28,A,HB12,8,752.64,35.84,Ewallet
636-17-0325,2019-02-25,18:37,B,HB125,4,262.794,12.514,Cash
636-48-8204,2019-02-17,11:15,A,EA7,5,181.44,8.64,Ewallet
636-98-3364,2019-03-02,12:36,B,EA67,3,82.719,3.939,Ewallet
638-60-7125,2019-02-14,17:03,A,EA20,8,836.304,39.824,Credit card
639-76-1242,2019-02-03,15:19,C,FB80,5,212.73,10.13,Cash
640-48-5028,2019-03-02,12:40,B,HL110,9,835.2855,39.7755,Cash
640-49-2076,2019-01-10,14:49,B,ST6,8,703.752,33.512,Cash
641-43-2399,2019-01-26,20:23,B,HL32,4,107.31,5.11,Ewallet
641-51-2661,2019-02-12,14:45,C,FB118,10,914.55,43.55,Credit card
641-62-7288,2019-03-24,13:33,B,HL145,6,629.496,29.976,Ewallet
641-96-3695,2019-02-07,17:55,C,FA111,6,273.798,13.038,Ewallet
642-30-6693,2019-03-17,13:54,B,ST108,6,343.413,16.353,Ewallet
642-32-2990,2019-02-02,20:48,A,FB20,10,115.08,5.48,Ewallet
642-61-4706,2019-03-30,16:34,B,FB120,2,196.14,9.34,Cash
643-38-7867,2019-03-07,11:44,A,HL91,1,102.837,4.897,Ewallet
645-44-1170,2019-01-19,20:07,A,HL16,9,548.7615,26.1315,Ewallet
645-78-8093,2019-01-20,18:09,A,ST43,2,195.594,9.314,Ewallet
647-50-1224,2019-01-12,16:23,A,FA94,10,308.91,14.71,Ewallet
648-83-1321,2019-01-16,17:59,A,HL106,10,667.38,31.78,Cash
648-94-3045,2019-02-07,14:27,C,HB100,10,618.975,29.475,Ewallet
649-11-3678,2019-02-26,20:26,C,FB51,9,216.6885,10.3185,Cash
649-29-6775,2019-02-08,15:31,B,FA2,1,35.196,1.676,Cash
650-98-6268,2019-03-20,13:53,B,FB72,3,65.7405,3.1305,Credit card
651-61-0874,2019-03-12,20:04,C,HL69,4,194.124,9.244,Credit card
651-88-7328,2019-01-01,13:55,A,FA99,9,621.243,29.583,Cash
651-96-5970,2019-03-03,20:06,A,FA142,1,48.7305,2.3205,Credit card
652-43-6591,2019-03-09,13:18,A,FA138,8,817.236,38.916,Credit card
652-49-6720,2019-02-18,11:40,C,EA168,1,63.9975,3.0475,Ewallet
655-07-2265,2019-03-05,16:38,A,EA101,3,246.6765,11.7465,Ewallet
655-85-5130,2019-03-13,19:22,B,FA44,4,160.86,7.66,Cash
656-16-1063,2019-01-04,13:24,B,ST39,3,146.223,6.963,Credit card
656-95-9349,2019-03-11,11:03,A,HB5,7,506.6355,24.1255,Credit card
658-66-3967,2019-01-14,15:42,C,HB127,7,390.9465,18.6165,Ewallet
659-36-1684,2019-01-12,12:02,C,ST21,7,419.832,19.992,Credit card
659-65-8956,2019-01-16,15:26,B,FA19,1,53.928,2.568,Ewallet
660-29-7083,2019-01-15,15:01,C,EA137,10,586.635,27.935,Cash
662-47-5456,2019-03-17,19:06,C,FA41,10,369.495,17.595,Credit card
662-72-2873,2019-01-06,13:58,A,FB65,5,214.935,10.235,Ewallet
663-86-9076,2019-01-08,15:57,C,FB21,8,575.736,27.416,Ewallet
664-14-2882,2019-01-30,14:43,C,HL119,5,55.2825,2.6325,Credit card
665-32-9167,2019-01-10,17:15,A,HB3,2,76.146,3.626,Credit card
665-63-9737,2019-02-27,17:36,B,FA115,3,165.123,7.863,Ewallet
667-23-5919,2019-01-14,12:52,A,FA61,5,507.675,24.175,Ewallet
