Invoice ID,cogs,gross income,gross margin percentage
633-91-1052,24.06,1.203,4.761904762
634-97-8956,98.7,4.935,4.76190476
635-28-5728,168,8.4,4.761904762
635-40-6220,716.8,35.84,4.761904762
636-17-0325,250.28,12.514,4.761904762
636-48-8204,172.8,8.64,4.761904762
636-98-3364,78.78,3.939,4.761904762
638-60-7125,796.48,39.824,4.761904762
639-76-1242,202.6,10.13,4.76190476
640-48-5028,795.51,39.7755,4.761904762
640-49-2076,670.24,33.512,4.76190476
641-43-2399,102.2,5.11,4.761904762
641-51-2661,871,43.55,4.76190476
641-62-7288,599.52,29.976,4.761904762
641-96-3695,260.76,13.038,4.76190476
642-30-6693,327.06,16.353,4.76190476
642-32-2990,109.6,5.48,4.76190476
642-61-4706,186.8,9.34,4.76190476
643-38-7867,97.94,4.897,4.761904762
645-44-1170,522.63,26.1315,4.761904762
645-78-8093,186.28,9.314,4.76190476
647-50-1224,294.2,14.71,4.76190476
648-83-1321,635.6,31.78,4.761904762
648-94-3045,589.5,29.475,4.761904762
649-11-3678,206.37,10.3185,4.76190476
649-29-6775,33.52,1.676,4.76190476
650-98-6268,62.61,3.1305,4.76190476
651-61-0874,184.88,9.244,4.761904762
651-88-7328,591.66,29.583,4.76190476
651-96-5970,46.41,2.3205,4.76190476
652-43-6591,778.32,38.916,4.76190476
652-49-6720,60.95,3.0475,4.761904762
655-07-2265,234.93,11.7465,4.761904762
655-85-5130,153.2,7.66,4.76190476
656-16-1063,139.26,6.963,4.76190476
656-95-9349,482.51,24.1255,4.761904762
658-66-3967,372.33,18.6165,4.761904762
659-36-1684,399.84,19.992,4.76190476
659-65-8956,51.36,2.568,4.76190476
660-29-7083,558.7,27.935,4.761904762
662-47-5456,351.9,17.595,4.76190476
662-72-2873,204.7,10.235,4.76190476
663-86-9076,548.32,27.416,4.76190476
664-14-2882,52.65,2.6325,4.761904762
665-32-9167,72.52,3.626,4.761904762
665-63-9737,157.26,7.863,4.76190476
667-23-5919,483.5,24.175,4.76190476
667-92-0055,598.98,29.949,4.761904762
668-90-8900,655.83,32.7915,4.761904762
669-54-1719,113.58,5.679,4.761904762
670-71-7306,267.78,13.389,4.76190476
670-79-6321,662.13,33.1065,4.761904762
672-51-8681,599.85,29.9925,4.761904762
674-15-9296,185.7,9.285,4.76190476
674-56-6360,95.15,4.7575,4.761904762
676-10-2200,53.78,2.689,4.76190476
676-39-6028,322.2,16.11,4.761904762
677-11-0152,839.34,41.967,4.76190476
678-79-0726,815.67,40.7835,4.76190476
679-22-6530,81.24,4.062,4.76190476
685-64-1609,301.4,15.07,4.76190476
686-41-0932,69.4,3.47,4.76190476
687-15-1097,42.24,2.112,4.761904762
687-47-8271,989.8,49.49,4.76190476
689-05-1884,486.3,24.315,4.761904762
689-16-9784,280.62,14.031,4.76190476
690-01-6631,174.9,8.745,4.76190476
692-27-8933,347.7,17.385,4.76190476
692-92-5582,164.52,8.226,4.76190476
695-09-5146,296.37,14.8185,4.76190476
695-28-6250,215.3,10.765,4.76190476
695-51-0018,139.36,6.968,4.76190476
696-90-2548,77.52,3.876,4.76190476
698-98-5964,812.1,40.605,4.76190476
699-01-4164,166,8.3,4.761904762
699-14-3026,597.73,29.8865,4.761904762
699-88-1972,793.28,39.664,4.761904762
700-81-1757,131.55,6.5775,4.761904762
701-23-5550,155.24,7.762,4.761904762
701-69-8742,343.7,17.185,4.76190476
702-72-0487,93.22,4.661,4.761904762
702-83-5291,898.38,44.919,4.76190476
704-10-4056,181.41,9.0705,4.761904762
704-11-6354,471.2,23.56,4.761904762
704-20-4138,207.69,10.3845,4.761904762
704-48-3927,886.7,44.335,4.761904762
706-36-6154,174.24,8.712,4.761904762
707-32-7409,382.16,19.108,4.76190476
709-58-4068,410.9,20.545,4.76190476
710-46-4433,696.6,34.83,4.76190476
711-31-1234,382.56,19.128,4.761904762
712-39-0363,249.96,12.498,4.76190476
714-02-3114,197.6,9.88,4.76190476
715-20-1673,141.9,7.095,4.761904762
716-39-1409,212.45,10.6225,4.761904762
717-96-4189,212.94,10.647,4.761904762
718-57-9773,493.3,24.665,4.76190476
719-76-3868,377.04,18.852,4.76190476
719-89-8991,457.05,22.8525,4.76190476
720-72-2436,266.08,13.304,4.76190476
721-86-6247,507.36,25.368,4.761904762
722-13-2115,42.85,2.1425,4.76190476
725-32-9708,274.84,13.742,4.76190476
725-54-0677,599.2,29.96,4.761904762
725-56-0833,323.2,16.16,4.761904762
725-67-2480,352.5,17.625,4.76190476
725-96-3778,714,35.7,4.761904762
726-27-2396,387.5,19.375,4.761904762
726-29-6793,193.44,9.672,4.761904762
727-02-1313,31.84,1.592,4.76190476
727-17-0390,318.05,15.9025,4.76190476
727-46-3608,180.09,9.0045,4.76190476
727-75-6477,115.36,5.768,4.761904762
728-47-9078,238.36,11.918,4.76190476
728-88-7867,302.12,15.106,4.761904762
729-06-2010,724.23,36.2115,4.761904762
729-09-9681,155.46,7.773,4.761904762
729-46-7422,35.89,1.7945,4.76190476
730-50-9884,581.42,29.071,4.76190476
730-61-8757,204.52,10.226,4.761904762
730-70-9830,420.66,21.033,4.761904762
731-14-2199,355.4,17.77,4.761904762
731-59-7531,580.56,29.028,4.761904762
731-81-9469,898,44.9,4.76190476
732-04-5373,185.88,9.294,4.761904762
732-67-5346,68.95,3.4475,4.76190476
732-94-0499,416.5,20.825,4.761904762
733-01-9107,496.2,24.81,4.761904762
733-29-1227,389.27,19.4635,4.761904762
733-33-4967,166.8,8.34,4.761904762
734-91-1155,137.13,6.8565,4.761904762
735-06-4124,48.61,2.4305,4.76190476
735-32-9839,789.6,39.48,4.76190476
737-88-5876,93.16,4.658,4.761904762
740-11-5257,247.4,12.37,4.761904762
740-22-2500,252.15,12.6075,4.761904762
741-73-3559,336.35,16.8175,4.76190476
742-04-5161,727.8,36.39,4.761904762
743-04-1105,874.98,43.749,4.761904762
743-88-1662,668.43,33.4215,4.76190476
744-02-5987,470.28,23.514,4.761904762
744-09-5786,132.06,6.603,4.761904762
744-16-7898,973.7,48.685,4.761904762
744-82-9138,172.26,8.613,4.76190476
745-71-3520,176.54,8.827,4.761904762
745-74-0715,116.06,5.803,4.761904762
746-04-1077,846.3,42.315,4.76190476
746-19-0921,21.58,1.079,4.76190476
746-54-5508,129.12,6.456,4.761904762
746-68-6593,174.32,8.716,4.76190476
746-94-0204,749.16,37.458,4.76190476
747-58-7183,171.81,8.5905,4.76190476
748-45-2862,113.24,5.662,4.761904762
749-24-1565,207.27,10.3635,4.761904762
749-81-8133,378.68,18.934,4.76190476
750-57-9686,181.52,9.076,4.761904762
750-67-8428,522.83,26.1415,4.761904762
751-15-6198,138.06,6.903,4.76190476
751-41-9720,975,48.75,4.761904762
751-69-0068,893.16,44.658,4.76190476
752-23-3760,448.56,22.428,4.76190476
755-12-3214,221.1,11.055,4.76190476
756-01-7507,101.9,5.095,4.761904762
756-49-0168,19.7,0.985,4.76190476
756-93-1854,166.7,8.335,4.76190476
759-29-9521,440.64,22.032,4.76190476
759-98-4285,601.09,30.0545,4.761904762
760-27-5490,124.96,6.248,4.76190476
760-53-9233,123.84,6.192,4.76190476
760-54-1821,122.31,6.1155,4.761904762
760-90-2357,447.06,22.353,4.761904762
761-49-0439,96.8,4.84,4.761904762
764-44-8999,29.52,1.476,4.761904762
765-26-6951,435.66,21.783,4.76190476
766-85-7061,878.7,43.935,4.761904762
767-05-1286,502.62,25.131,4.761904762
767-54-1907,147.8,7.39,4.76190476
767-97-4650,129.66,6.483,4.76190476
770-42-8960,168.96,8.448,4.76190476
775-72-1988,366.4,18.32,4.761904762
776-68-1096,132.36,6.618,4.761904762
777-67-2495,206.91,10.3455,4.761904762
777-82-7220,240.96,12.048,4.761904762
778-34-2523,388.96,19.448,4.761904762
778-71-5554,15.43,0.7715,4.76190476
778-89-7974,421.26,21.063,4.761904762
779-06-0012,88.61,4.4305,4.761904762
779-42-2410,173.22,8.661,4.76190476
781-84-8059,425.18,21.259,4.76190476
782-95-9291,461.45,23.0725,4.76190476
783-09-1637,337.15,16.8575,4.76190476
784-08-0310,84.16,4.208,4.76190476
784-21-9238,10.17,0.5085,4.76190476
785-13-7708,511.42,25.571,4.76190476
785-96-0615,285.92,14.296,4.761904762
786-94-2700,483.72,24.186,4.76190476
787-15-1757,176.28,8.814,4.761904762
787-56-0757,321.44,16.072,4.76190476
787-87-2010,222,11.1,4.761904762
788-07-8452,169.68,8.484,4.761904762
788-21-5741,136.14,6.807,4.76190476
789-23-8625,279.66,13.983,4.76190476
790-29-1172,172.02,8.601,4.76190476
790-38-4466,54.95,2.7475,4.761904762
793-10-3222,246.36,12.318,4.761904762
794-32-2436,111.34,5.567,4.761904762
794-42-3736,66.66,3.333,4.76190476
795-49-7276,148.6,7.43,4.76190476
796-12-2025,621.2,31.06,4.76190476
796-32-9050,307.68,15.384,4.76190476
797-88-0493,257.08,12.854,4.761904762
799-71-1548,310.88,15.544,4.761904762
800-09-8606,436.85,21.8425,4.761904762
801-88-0346,228.18,11.409,4.76190476
802-43-8934,18.28,0.914,4.761904762
802-70-5316,552.78,27.639,4.76190476
803-17-8013,710.32,35.516,4.761904762
803-83-5989,334.38,16.719,4.761904762
804-38-3935,281.34,14.067,4.761904762
805-86-0265,845.64,42.282,4.761904762
807-14-7833,174.2,8.71,4.761904762
807-34-3742,52.38,2.619,4.76190476
808-65-0703,141.88,7.094,4.761904762
809-46-1866,232.6,11.63,4.761904762
809-69-9497,456.8,22.84,4.761904762
810-60-6344,326.88,16.344,4.761904762
811-03-8790,454.8,22.74,4.761904762
811-35-1094,302.7,15.135,4.761904762
815-04-6282,324.85,16.2425,4.76190476
815-11-1168,498.9,24.945,4.76190476
816-57-2053,121.74,6.087,4.76190476
816-72-8853,139.65,6.9825,4.76190476
817-48-8732,723.5,36.175,4.761904762
817-69-8206,897.57,44.8785,4.761904762
821-07-3596,65.8,3.29,4.76190476
821-14-9046,104.88,5.244,4.76190476
824-88-3614,274.48,13.724,4.761904762
825-94-5922,50.62,2.531,4.76190476
826-58-8051,248.76,12.438,4.761904762
827-26-2100,304.56,15.228,4.761904762
827-44-5872,543.6,27.18,4.76190476
827-77-7633,882.81,44.1405,4.76190476
828-46-6863,591.18,29.559,4.76190476
828-61-5674,440.2,22.01,4.76190476
829-34-3910,713.8,35.69,4.761904762
829-49-1914,783.1,39.155,4.76190476
830-58-2383,127,6.35,4.761904762
831-07-6050,163.55,8.1775,4.761904762
831-64-0259,198.75,9.9375,4.76190476
831-81-6575,680.31,34.0155,4.761904762
832-51-6761,271.04,13.552,4.76190476
834-25-9262,326.72,16.336,4.76190476
834-45-5519,172,8.6,4.761904762
834-61-8124,361.83,18.0915,4.761904762
834-83-1826,410.2,20.51,4.761904762
835-16-0096,73.5,3.675,4.76190476
836-82-5858,624.33,31.2165,4.761904762
837-55-7229,47.44,2.372,4.76190476
838-02-1821,25.46,1.273,4.761904762
838-78-4295,66.94,3.347,4.761904762
840-19-2096,439.55,21.9775,4.761904762
840-76-5966,25.52,1.276,4.76190476
841-18-8232,71.2,3.56,4.76190476
841-35-6630,455.46,22.773,4.761904762
842-29-4695,119.98,5.999,4.76190476
842-40-8179,772,38.6,4.76190476
843-01-4703,318.42,15.921,4.761904762
843-73-4724,74.1,3.705,4.76190476
845-51-0542,418.95,20.9475,4.76190476
845-94-6841,655.92,32.796,4.76190476
846-10-0341,297.99,14.8995,4.76190476
847-38-7188,290.04,14.502,4.76190476
848-07-1692,114.44,5.722,4.761904762
848-24-9445,87.4,4.37,4.761904762
848-42-2560,163.82,8.191,4.76190476
848-62-7243,224.01,11.2005,4.761904762
848-95-6252,86.27,4.3135,4.761904762
849-09-3807,618.38,30.919,4.76190476
850-41-9669,675.54,33.777,4.761904762
851-28-6367,155,7.75,4.76190476
851-98-3555,414.4,20.72,4.761904762
852-62-7105,832.5,41.625,4.76190476
852-82-2749,258.36,12.918,4.76190476
853-23-2453,302.96,15.148,4.761904762
856-22-8149,25.29,1.2645,4.761904762
856-66-2701,159.9,7.995,4.761904762
857-16-3520,500.22,25.011,4.76190476
857-67-9057,229.5,11.475,4.761904762
859-71-0933,30.98,1.549,4.76190476
859-97-6048,168.5,8.425,4.761904762
860-73-6466,78.94,3.947,4.76190476
860-79-0874,993,49.65,4.76190476
861-77-0145,819.7,40.985,4.761904762
862-17-9201,504.3,25.215,4.76190476
862-29-5914,22.38,1.119,4.76190476
862-59-8517,541.44,27.072,4.76190476
864-24-7918,244.9,12.245,4.76190476
865-41-9075,80.71,4.0355,4.76190476
865-92-6136,158.25,7.9125,4.76190476
866-05-7563,244.2,12.21,4.761904762
866-70-2814,527.9,26.395,4.761904762
866-99-7614,892,44.6,4.76190476
867-47-1948,158,7.9,4.761904762
868-06-0466,626.22,31.311,4.761904762
868-52-7573,498.45,24.9225,4.76190476
868-81-1752,198.18,9.909,4.761904762
869-11-3082,384.64,19.232,4.761904762
870-54-3162,161.25,8.0625,4.76190476
870-72-4431,595.14,29.757,4.761904762
870-76-1733,71.15,3.5575,4.76190476
871-39-9221,74.7,3.735,4.761904762
871-79-8483,470.65,23.5325,4.76190476
873-14-6353,173.74,8.687,4.76190476
873-51-0671,153.86,7.693,4.76190476
873-95-4984,538.3,26.915,4.761904762
875-31-8302,93.38,4.669,4.76190476
875-46-5808,259,12.95,4.761904762
877-22-3308,158.7,7.935,4.761904762
878-30-2331,545.5,27.275,4.76190476
880-35-0356,225.6,11.28,4.76190476
880-46-5796,769.2,38.46,4.76190476
881-41-7302,64.99,3.2495,4.76190476
882-40-4577,269.04,13.452,4.76190476
883-17-4236,28.78,1.439,4.76190476
883-69-1285,99.84,4.992,4.76190476
884-80-6021,734.7,36.735,4.761904762
885-17-6250,79.74,3.987,4.761904762
885-56-0389,52.35,2.6175,4.76190476
886-18-2897,282.8,14.14,4.76190476
886-54-6089,68.58,3.429,4.761904762
886-77-9084,575.12,28.756,4.761904762
887-42-0517,581.98,29.099,4.76190476
888-02-0338,236.07,11.8035,4.761904762
889-04-9723,356.56,17.828,4.76190476
891-01-7034,448.26,22.413,4.761904762
891-58-8335,207.27,10.3635,4.76190476
892-05-6689,141.6,7.08,4.761904762
894-41-5205,345.44,17.272,4.76190476
895-03-6665,328.59,16.4295,4.76190476
895-66-0685,54.24,2.712,4.76190476
896-34-0956,21.32,1.066,4.76190476
898-04-2717,687.6,34.38,4.76190476
